進貨日期,客戶,鍛品來源,貨單編號,-,材質,品名,幾分 ×,規格,× 幾角, 數量 ,件數, 加工,圖號,下一關,備註,出貨狀況,K,B,出貨數量,數量尚有, 次批數量 ,出貨總數量,數量差,原因,總重,桶重,單重,換算數量
113/04/18,六宏,昇達鑫入,20240416013,-1,50BV30,長套,1/2 ×,30,× 6R,                     450 ,5B,反R,,,,? 出貨完畢,,,,,,,,,,,,
109/09/09,六宏,庫存發出入,004012,-3,50BV30,短套,1/2 ×,27,× 梅,                     500 ,1K,反R板溝,,,庫存??,,,,,,,,,,,,,
113/04/18,杰毅,昇達鑫入,20240416010,-1,440,短汽,1/2 ×,21,× 6R,                     300 ,1B,RO汽溝,,,,? 出貨完畢,,,,,,,,,,,,
113/04/18,維興,昇達鑫入,20240416009,-1,50BV30,L,1/2 ×,27,× 6R,"                 1,680 ",14B,L.92,,,,? 出貨完畢,,,,,,,,,,,,
113/04/18,維興,昇達鑫入,20240416009,-2,50BV30,火星,1/2 ×,5/8,× 6R,"                 2,000 ",5B,#2A76160,,,,? 出貨完畢,,,,,,,,,,,,
113/04/18,維興,昇達鑫入,20240416009,-3,50BV30,S,1/2 ×,16,× 6R,"                 4,000 ",8B,S.92,,,,? 出貨完畢,,,,,,,,,,,,
113/04/11,偉順,偉順入,113026,-5,50BV30,短套,1/2 ×,19,× 6R,                     364 ,1B,中雙溝車掉 改反R無溝,113/04/30,,113026,? 出貨完畢,,,,,,,,,,,,
113/04/11,偉順,偉順入,000902,-9,50BV30,短套,1/2 ×,24,× 12R,                     290 ,1B,中雙溝車掉 改反R無溝,113/04/30,,113027,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-3,50BV30,短套,1/2 ×,12,× 6R,                     600 ,3B,正R,113/05/08,,113029,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-4,50BV30,短套,1/2 ×,12,× 6R,"                 1,200 ",,正R,,,113029,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-5,50BV30,短套,1/2 ×,23,× 6R,                     600 ,5B,反R,113/05/08,,113029,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-6,50BV30,短套,1/2 ×,23,× 6R,                     900 ,,反R,,,113029,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-7,50BV30,短套,1/2 ×,27,× 6R,                     600 ,8B,反R,113/05/08,,113030,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-8,50BV30,短套,1/2 ×,27,× 6R,"                 1,000 ",,反R,,,113030,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-9,50BV30,短套,1/2 ×,24,× 12R,"                 1,000 ",7B,直型,113/04/30,,113030,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-10,50BV30,短套,1/2 ×,24,× 12R,"                 1,100 ",,直型,,,113030,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-11,50BV30,短套,1/2 ×,24,× 12R,"                 2,100 ",7B,113046,,,113030,?? 訂單轉移,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-12,50BV30,短套,1/2 ×,32,× 12R,                     500 ,7B,直型,113/04/30,,113031,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-13,50BV30,短套,1/2 ×,26,× 12R,                     200 ,5B,直型,113/04/30,,113031,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-14,50BV30,短套,1/2 ×,26,× 12R,                     800 ,,直型,,,113031,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-15,50BV30,短套,1/2 ×,32,× 12R,                     550 ,,直型,,,113031,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-16,50BV30,短套,1/2 ×,32,× 12R,                     750 ,7B,反R,113/05/08,,113031,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-17,50BV30,短套,1/2 ×,32,× 12R,                     300 ,,反R,,,113031,? 出貨完畢,,,,,,,,,,,,
113/12/03,偉順,昇達鑫入,20241129019,-1,50BV30,短套,1/2 ×,23,× 6R,"                 1,200 ",4B,反R,113/12/20,,113076,? 出貨完畢,,,,,,,,,,,,
113/04/18,偉順,昇達鑫入,20240416008,-18,50BV30,短套,1/2 ×,30,× 12R,                     550 ,,反R,,,113032,? 出貨完畢,,,,,,,,,,,,
113/04/19,杰毅,杰毅入,AIM24041910,-1,50BV30,接頭,3/4 ×,-,× -,                     500 ,,手動,,,,? 出貨完畢,,,,,,,,,,,,
113/04/23,維興,維興入,2211352,-1,50BV30,雙向,1/2 ×,21.5,× 22.5,"                 4,306 ",5K,車R雙頭,1A2532,,,? 出貨完畢,,,"            1,020 ",,,,,,,,,
113/04/23,仁廷,智旺入,240419082,-1,440,短汽,3/4 ×,30,× 6R,"                 6,026 ",,車破反R汽動溝,,,,? 出貨完畢,,,,,,,,,,,,
113/04/24,維興,維興入,2211230,-1,50BV30,L,1/2 ×,23,× 6R,"                 3,055 ",22B,L.DIN,147000C,,,? 出貨完畢,,,,,,,,,,,,
113/04/24,維興,維興入,2211230,-2,50BV30,L,1/2 ×,24,× 6R,"                 1,100 ",2K,#147M000,,,車外徑,? 出貨完畢,,,,,,,,,,,,
113/04/26,杰毅,興信入,AD224040802-03,-3,50BV30,短套,3/4 ×,24,× 6R,"                 2,306 ",,,,,,?? 訂單轉移,,,,,,,,,,,,
113/04/26,杰毅,興信入,AD224040802-03,-4,50BV30,短套,1/2 ×,30,× 6R,                     700 ,5B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/04/26,杰毅,興信入,AD224040802-03,-5,50BV30,短套,1/2 ×,15,× 6R,"                 1,200 ",2B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/04/26,杰毅,興信入,AD224040802-03,-6,50BV30,短套,1/2 ×,17,× 12R,"                 1,350 ",3B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/04/26,杰毅,興信入,AD224040802-03,-2,50BV30,短套,3/4 ×,24,× 6R,"                 1,306 ",,1130625,,,,?? 訂單轉移,,,,,,,,,,,,
111/01/24,杰毅,觀宏,11101240002,-4,50BV30,HBS,1/2 ×,10,× 6R,"                 1,600 ",12B,暫放不加工,,,202112160003,? 出貨完畢,,,,  ,,,  ,,,,,
110/08/24,杰毅,觀宏,202108240003,-8,50BV30,HBS,1/2 ×,17,× 6R,"                 3,600 ",8B,暫放不加工,,,,?? 訂單轉移,,,,"           3,600 ",,,,,,,,
113/04/29,仁廷,智旺入,0758,-1,6140,萬套,1/2 ×,-,× 6R,"               33,600 ",12K,,,,,? 出貨完畢,13K,,"          36,650 ",,,,,,,,,
113/04/29,仁廷,智旺入,0758,-2,50BV30,萬套,1/2 ×,15,× 6R,"                 5,172 ",17B,,,,,? 出貨完畢,,,,,,,,,,,,
113/04/29,向得行,潮洋入,24425001,-1,50BV30,短套,1/2 ×,19,× 6R,"                 5,050 ",2K,反R,,,,? 出貨完畢,,,"            5,016 ",,,,30,,,,,
113/05/06,向得行,潮洋入,24506013,-1,50BV30,短套,1/2 ×,19,× 6R,"                 5,020 ",2K,反R,,,,? 出貨完畢,,,,,,,,,,,,
113/04/29,向得行,潮洋入,24425001,-2,50BV30,短套,1/2 ×,20,× 12R,"                 3,070 ",2K,反R,,,,? 出貨完畢,,,"            3,070 ",,,,,,,,,
113/04/29,向得行,潮洋入,24425001,-3,50BV30,短汽,1/2 ×,27,× 6R,"                 3,030 ",3K,雙頭,,,,? 出貨完畢,,,,,,,,,,,,
113/04/29,向得行,潮洋入,24429004,-1,440,長汽,1/2 ×,21,× 6R,"                 5,020 ",4K,反R汽溝,,,,-,,,,,,,,,,,,
113/04/29,杰毅,興信入,AD224032901-02,-1,50BV30,短套,3/4 ×,27,× 6R,"                 1,000 ",24B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/07/01,杰毅,入庫尚揚入,000578,-2,50BV30,短套,3/4 ×,25,× 6R,"                 1,120 ",1K,暫放不加工,RO,H,,???車好暫不出,,,,,,,,,,,,
113/04/30,維興,三仕入,1130423109,-1,50BV30,S,1/2 ×,E24,,"                 1,800 ",6B,S.92,,,,? 出貨完畢,,,,,,,,,,,,
113/05/03,筌振,三仕入,1130502714,-1,50BV30,短套,3/4 ×,36,× 6R,"                 5,168 ",80B,車破反R無珠溝,,,,? 出貨完畢,,,,,,,,,,,,
113/05/03,筌振,三仕入,1130502714,-2,50BV30,短套,3/4 ×,36,× 12R,"                 3,054 ",47B,車破反R無珠溝,,,,? 出貨完畢,,,,,,,,,,,,
113/05/03,仁廷,智旺入,0238,-1,50BV30,萬套,1/2 ×,13/16,× 6R,"                 5,434 ",28B,,,,,? 出貨完畢,,,,,,,,,,,,
113/05/03,仁廷,智旺入,0238,-2,50BV30,萬套,1/2 ×,13/16,× 6R,"                 3,000 ",15B,,,,,? 出貨完畢,,,,,,,,,,,,
113/04/30,?德,潮松入,2404300005,-1,50BV30,接頭,3/4 ×,1/2,,"                 1,200 ",4K,手動,,,,? 出貨完畢,,,,,,,,,,,,
113/04/30,?德,潮松入,2404300005,-2,50BV30,接頭,1/2 ×,3/4,,                     600 ,4K,手動,,,,? 出貨完畢,,,,,,,,,,,,
113/04/30,?德,潮松入,2404300005,-3,50BV30,接頭,1/2 ×,3/4,,"               11,400 ",-,汽動,,,,? 出貨完畢,,,,,,,,,,,,
113/05/03,維興,維興入,2210268,-1,50BV30,S,1/2 ×,24,× 6R,"                 3,100 ",26B,S.DIN,107000C,,,? 出貨完畢,,,,,,,,,,,,
113/05/03,維興,維興入,2210268,-2,50BV30,S,1/2 ×,27,× 6R,"                 2,560 ",16B,S.DIN,107000C,,,,,,,,,,,,,,,
113/05/03,維興,維興入,2210268,-3,50BV30,S,1/2 ×,23,× 6R,                     450 ,1K,短美單,#1074000,,,? 出貨完畢,,,,,,,,,,,,
113/05/07,偉順,昇達鑫入,20240503005,-1,50BV30,短套,1/2 ×,"1""",× 12R,                     600 ,5B,直型大雙溝 #PGM,113/05/16,,113034,? 出貨完畢,,,,,,,,,,,,
113/05/07,偉順,昇達鑫入,20240503005,-2,50BV30,短套,1/2 ×,"1""",× 12R,                     600 ,,直型大雙溝 #PGM,,,113034,? 出貨完畢,,,,,,,,,,,,
113/05/07,偉順,昇達鑫入,20240503005,-3,50BV30,短套,1/2 ×,10,× 6R,                     550 ,3B,正R,113/05/16,,113033,? 出貨完畢,,,,,,,,,,,,
113/07/26,偉順,昇達鑫入,20240718028,-1,50BV30,短套,1/2 ×,"1""",× 12R,"                 1,200 ",,直型小雙溝,,,113048,,,,,,,,,,,,,
113/08/14,偉順,昇達鑫入,20240812013,-1,50BV30,短套,1/2 ×,10,× 12R,"                 1,100 ",2B,正R小雙溝,113/09/10,,113056,? 出貨完畢,,,,,,,,,,,,
113/05/07,偉順,昇達鑫入,20240503005,-4,50BV30,短套,1/2 ×,10,× 6R,"                 1,100 ",,正R,,,113033,? 出貨完畢,,,,,,,,,,,,
113/05/07,偉順,昇達鑫入,20240503005,-5,50BV30,短套,1/2 ×,13,× 6R,"                 1,800 ",3B,113037,,,113034,?? 訂單轉移,,,,,,,,,,,,
113/05/07,偉順,昇達鑫入,20240503005,-6,50BV30,短套,1/2 ×,16,× 6R,"                 2,100 ",3B,113069,,,113034,,,,,,,,,,,,,
113/05/07,偉順,昇達鑫入,20240503005,-7,50BV30,短套,1/2 ×,11,× 6R,                     550 ,3B,正R,113/05/16,,113033,? 出貨完畢,,,,,,,,,,,,
113/05/07,偉順,昇達鑫入,20240503005,-8,50BV30,短套,1/2 ×,11,× 6R,"                 1,100 ",,正R,,,113033,? 出貨完畢,,,,,,,,,,,,
113/05/07,六宏,昇達鑫入,20240503028,-1,50BV30,短套,1/2 ×,29,× 6R,                     570 ,3B,反R,,,,? 出貨完畢,,,,,,,,,,,,
109/11/16,六宏,庫存發出入,004036,-1,50BV30,短套,1/2 ×,30,× 梅,"                 2,402 ",2K,反R板溝,,,庫存??,,,,,,,,,,,,,
109/09/10,六宏,庫存發出入,004013,-1,50BV30,短套,1/2 ×,30,× 6R,"                 1,752 ",1K1B,反R,,,庫存??,,,,,,,,,,,,,
113/05/07,維興,昇達鑫入,20240503007,-1,440,L,1/2 ×,22,× 6R,"                 3,120 ",24B,L.DIN,147000A,,,? 出貨完畢,,,,,,,,,,,,
113/05/02,仁廷,智旺入,240502106,-1,440,短汽,3/4 ×,24,× 6R,"                 3,052 ",,,,,,? 出貨完畢,,,"            3,046 ",,,,,,,,,
113/05/02,仁廷,智旺入,240502106,-2,440,短汽,3/4 ×,19,× 6R,"                 5,288 ",,,,,趕2000,? 出貨完畢,,,,,,,,,,,,
113/05/07,杰毅,昇達鑫入,20240503006,-1,50BV30,短套,1/2 ×,11,× 齒,                     600 ,1B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/05/07,杰毅,昇達鑫入,20240503006,-2,50BV30,短套,1/2 ×,12,× 齒,                     600 ,1B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/05/07,杰毅,昇達鑫入,20240503006,-3,50BV30,短套,1/2 ×,13,× 齒,                     600 ,1B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/05/07,杰毅,昇達鑫入,20240503006,-4,50BV30,短套,1/2 ×,14,× 齒,                     650 ,1B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/05/07,杰毅,昇達鑫入,20240503006,-5,50BV30,短套,1/2 ×,16,× 齒,                     500 ,1B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/05/07,杰毅,昇達鑫入,20240503006,-6,50BV30,短套,1/2 ×,17,× 齒,                     550 ,1B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/05/07,杰毅,昇達鑫入,20240503006,-7,50BV30,HBS,1/2 ×,8,× 6R,                     500 ,1B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/05/03,維興,維興入,2210268,-4,50BV30,S,1/2 ×,24,× 6R,"                 2,004 ",26B,S.DIN,107W,,,? 出貨完畢,,,,,,,,,,,,
113/05/08,仁廷,智旺入,0241,-1,50BV30,萬套,1/2 ×,18,× 6R,"               10,292 ",42B,,,,趕1K??,? 出貨完畢,,,,,,,,,,,,
113/05/08,仁廷,智旺入,0241,-2,50BV30,萬套,3/8 ×,3/4,× 6R,"                 5,113 ",16B,,,,,? 出貨完畢,,,"            5,095 ",,,,,,,,,
113/05/08,仁廷,智旺入,0241,-3,50BV30,萬套,3/8 ×,17,× 6R,"               16,080 ",49B,,,,,? 出貨完畢,,,,,,,,,,,,
113/05/09,向得行,三仕入,1130508124,-1,50BV30,短套,1/2 ×,30,× 6R,"                 6,000 ",40B,反R,,,,? 出貨完畢,,,,,,,,,,,,
113/05/09,向得行,潮洋入,24508007,-1,50BV30,短套,1/2 ×,28,× 12R,"                 2,020 ",2K,反R,,,,? 出貨完畢,,,,,,,,,,,,
113/05/09,向得行,潮洋入,24508007,-2,50BV30,短套,1/2 ×,21,× 6R,"                 3,710 ",2K,反R,,,,? 出貨完畢,,,,,,,,,,,,
113/05/09,向得行,潮洋入,24508007,-3,50BV30,短套,1/2 ×,27,× 6R,"                 5,160 ",4K1B,反R車外徑,,,,? 出貨完畢,,,,,,,,,,,,
113/05/09,向得行,潮洋入,24508007,-4,50BV30,短套,3/4 ×,27,× 6R,"                 3,100 ",4K,反R,,,,? 出貨完畢,,,,,,,,,,,,
113/05/10,?德,潮洋入,24508008,-1,50BV30,短套,3/4 ×,24,× 6R,"                 5,519 ",5K,正R,,,,? 出貨完畢,,,,,,,,,,,,
113/05/10,向得行,潮洋入,24508003,-1,50BV30,短套,1/2 ×,20,× 6R,"                 6,060 ",3K,反R,,,,? 出貨完畢,,,,,,,,,,,,
113/05/10,向得行,潮洋入,24508003,-2,50BV30,短套,1/2 ×,20,× 12R,"                 2,520 ",1K,反R,,,,-,,,,,,,,,,,,
113/05/10,向得行,潮洋入,24508003,-3,50BV30,短汽,1/2 ×,23,× 6R,"                 3,020 ",2K,#4408,,,,? 出貨完畢,,,,,,,,,,,,
113/05/10,向得行,潮洋入,24508003,-4,50BV30,短汽,1/2 ×,24,× 6R,"                 3,070 ",2K,#4408,,,,? 出貨完畢,,,,,,,,,,,,
113/05/10,向得行,潮洋入,24508003,-5,50BV30,長套,1/2 ×,24,× 6R,"                 5,030 ",6K,反R,,,,? 出貨完畢,,,,,,,,,,,,
113/05/10,向得行,潮洋入,24508003,-6,440,短汽,1/2 ×,24,× 6R,"                 5,070 ",4K,#84400,,,,? 出貨完畢,,,,,,,,,,,,
113/05/10,仁廷,昇達鑫入,20240508035,-1,6140,短套,3/4 ×,27,× 6R,"                 8,050 ",61+1B,車破反R,,,,? 出貨完畢,,,"            7,100 ",              950 ,,,,,,,,
113/05/10,杰毅,昇達鑫入,20240508013,-1,50BV30,HBS,1/2 ×,10,× 6R,"                 3,150 ",7B,正R雙溝珠,,,,? 出貨完畢,,,,,,,,,,,,
113/05/10,杰毅,昇達鑫入,20240508013,-2,50BV30,短套,1/2 ×,36,× 6R,                     550 ,5B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/05/10,維興,維興入,2211293,-1,50BV30,母座,1/2 ×,-,,"                 5,130 ",4K,#432123,,,,? 出貨完畢,,,,,,,,,,,,
113/05/10,杰毅,杰毅入,AIM24050715,-1,50BV30,短套,1/2 ×,21,× 6R,                     762 ,1K,RO,,,,? 出貨完畢,,,                815 ,,,,,,,,,
113/05/13,維興,維興入,2210281,-1,50BV30,L,1/2 ×,30,× 6R,                     480 ,2K,長美單,#1474000,,,? 出貨完畢,,,,,,,,,,,,
113/05/14,向得行,三仕入,1130513124,-1,50BV30,短套,1/2 ×,18,× 6R,"                 6,300 ",14B,反R,,,,? 出貨完畢,,,,,,,,,,,,
109/04/17,六宏,庫存發出入,012384,-1,50BV30,短套,1/2 ×,27,× 6R,"                 1,750 ",1K,反R,,,,-,,,,,,,,,,,,#REF!
109/09/16,六宏,三仕入,1090916108,-1,50BV30,短套,1/2 ×,24,× 6R,"                 3,000 ",20B,,,,庫存??,,,,,,,,,,,,,
109/09/18,六宏,昇達鑫入,20200918024,-2,50BV30,短套,1/2 ×,24,× 梅,"                 3,080 ",14B,,,,庫存??,,,,,,,,,,,,,
109/09/25,六宏,庫存發出入,004021,-1,50BV30,短套,1/2 ×,24,× 6R,"                 2,000 ",1K,反R,,,庫存??,,,,,,,,,,,,,
109/10/14,六宏,庫存發出入,004023,-1,50BV30,短套,1/2 ×,24,× 梅,"                 1,100 ",1K,反R,,,庫存??,,,,,,,,,,,,,
109/11/16,六宏,昇達鑫入,20201116020,-1,50BV30,短套,1/2 ×,30,× 梅,"                 5,120 ",32B,,,,庫存??,,,,,,,,,,,,,
109/10/19,六宏,庫存發出入,004025,-2,50BV30,長套,1/2 ×,27,× 6R,                     370 ,1K,反R,,,庫存??,,,,,,,,,,,,,
109/10/19,六宏,庫存發出入,004025,-3,50BV30,長套,1/2 ×,30,× 6R,                     550 ,1K,反R,,,庫存??,,,,,,,,,,,,,
109/10/19,六宏,庫存發出入,004025,-4,50BV30,長套,1/2 ×,27,× 梅,                     120 ,1B,反R,,,庫存??,,,,,,,,,,,,,
109/11/02,六宏,庫存發出入,004031,-1,50BV30,短套,1/2 ×,27,× 6R,                     200 ,1B,反R,,,庫存??,,,,,,,,,,,,,
109/11/02,六宏,三仕入,1091102432,-1,50BV30,短套,1/2 ×,30,× 6R,"                 5,100 ",34B,,,,庫存??,,,,,,,,,,,,,
109/11/16,六宏,昇達鑫入,20201116020,-2,50BV30,短套,1/2 ×,24,× 梅,"                 5,100 ",17B,,,,庫存??,,,,,,,,,,,,,
109/11/16,六宏,昇達鑫入,20201116020,-3,50BV30,短套,1/2 ×,32,× 梅,"                 2,700 ",18B,,,,庫存??,,,,,,,,,,,,,
109/11/17,六宏,庫存發出入,004035,-1,50BV30,短套,1/2 ×,32,× 梅,"                 1,240 ",1K,反R板溝,,,庫存??,,,,,,,,,,,,,
109/11/23,六宏,昇達鑫入,20201123006,-1,50BV30,短套,1/2 ×,32,× 梅,"                 2,400 ",16B,,,,庫存??,,,,,,,,,,,,,
109/11/16,六宏,三仕入,1091116130,-1,50BV30,短套,1/2 ×,32,× 6R,"                 5,040 ",36B,,,,庫存??,,,,,,,,,,,,,
109/11/17,六宏,庫存發出入,004035,-2,50BV30,短套,1/2 ×,24,× 梅,"                 1,850 ",1K,反R板溝,,,庫存??,,,,,,,,,,,,,
109/11/17,六宏,庫存發出入,004035,-3,50BV30,短套,1/2 ×,27,× 梅,"                 1,477 ",1K,反R板溝,,,庫存??,,,,,,,,,,,,,
111/05/31,六宏,昇達鑫,20220530014,-1,50BV30,短套,1/2 ×,27,× 梅,"                 6,600 ",30B,-,,,庫存??,?? 訂單轉移,,,,"           6,600 ",,,,,,,,
110/03/12,六宏,庫存發出入,012431,-1,50BV30,短套,1/2 ×,30,× 梅,"                 1,332 ",1K,反R,,,庫存??,,,,,,,,,,,,,
112/03/03,六宏,庫存發出,1120303,-2,50BV30,短套,1/2 ×,27,× 梅,"                 1,800 ",1K,反R,,,1000-1500pcs,? 出貨完畢,1K,,"            1,800 ",  ,,,,,,,,
110/03/22,六宏,庫存發出入,012435,-1,50BV30,短套,1/2 ×,30,× 梅,                     956 ,1K,反R,,,庫存??,,,,,,,,,,,,,
109/12/18,六宏,昇達鑫入,20201218,-1,50BV30,短套,1/2 ×,27,× 6R,"                 5,000 ",25B,,,,庫存??,,,,,,,,,,,,,
110/06/15,六宏,庫存發出入,014760,-1,50BV30,短套,1/2 ×,29,× 梅,"                 1,790 ",1K1B,反R,,,,-,,,,,,,,,,,,
111/03/22,六宏,潮洋,22322011,-1,50BV30,短套,3/4 ×,27,× 6R,"                 3,144 ",4K,反R,,,,? 出貨完畢,,,,  ,,,  ,,,,,
110/01/20,六宏,庫存發出入,012405,-1,50BV30,短套,1/2 ×,24,× 6R,                     837 ,1K,反R,,,庫存??,,,,,,,,,,,,,
112/05/03,六宏,三仕入,1120502520,-2,50BV30,短套,1/2 ×,27,× 梅,"                 2,200 ",11B,,,,庫存??,?? 訂單轉移,,,,"           2,200 ",,                                  -   ,2200,,,,,
112/02/02,六宏,庫存發出,1120104,-1,50BV30,短套,1/2 ×,27,× 6R,"                 1,040 ",1K,反R削花溝,,,,? 出貨完畢,1K,,,  ,,,,,,,,
112/05/29,六宏,三仕入,1120519102,-1,50BV30,短套,1/2 ×,27,× 梅,"                 2,881 ",15B,,,,庫存??,?? 訂單轉移,,,,"           2,881 ",,                                  -   ,2881,,,,,
112/03/03,六宏,庫存發出,1120303,-3,50BV30,短套,1/2 ×,27,× 6R,"                 1,840 ",1K,反R,,,1000-1500pcs,? 出貨完畢,1K,,"            1,840 ",  ,,,,,,,,
112/09/12,六宏,庫存發出入,1120912,-1,50BV30,短套,1/2 ×,27,× 6R,                     814 ,1K,反R,,,,? 出貨完畢,,,,,,,,,,,,
110/01/28,六宏,庫存發出入,012415,-1,50BV30,短套,1/2 ×,30,× 6R,"                 1,430 ",1K,反R,,,庫存??,,,,,,,,,,,,,
110/03/02,六宏,庫存發出入,012421,-1,50BV30,短套,1/2 ×,27,× 6R,"                 2,116 ",1K2B,反R,,,庫存??,,,,,,,,,,,,,
110/03/11,六宏,庫存發出入,012430,-1,50BV30,短套,1/2 ×,27,× 梅,"                 1,155 ",1K,反R,,,庫存??,,,,,,,,,,,,,
110/03/12,六宏,庫存發出入,012431,-2,50BV30,短套,1/2 ×,27,× 梅,"                 1,820 ",1K,反R,,,庫存??,,,,,,,,,,,,,
110/03/29,六宏,庫存發出入,012440,-1,50BV30,短套,1/2 ×,32,× 梅,"                 1,368 ",1K1B,反R板溝,,,庫存??,,,,,,,,,,,,,
110/04/23,六宏,庫存發出入,014751,-1,50BV30,短套,1/2 ×,32,× 梅,"                 1,300 ",1K,反R,,,庫存??,,,,,,,,,,,,,
110/03/23,六宏,庫存發出入,012437,-1,50BV30,短套,1/2 ×,24,× 梅,"                 2,300 ",1K,反R板溝,,,庫存??,,,,,,,,,,,,,
110/03/23,六宏,庫存發出入,012437,-2,50BV30,短套,1/2 ×,27,× 梅,"                 1,734 ",1K,反R板溝,,,庫存??,,,,,,,,,,,,,
110/05/21,六宏,昇達鑫入,20210521026,-1,50BV30,短套,1/2 ×,32,× 梅,"                 3,000 ",20B,,,,庫存??,,,,,,,,,,,,,
110/03/31,六宏,庫存發出入,012441,-1,50BV30,短套,1/2 ×,24,× 6R,"                 1,000 ",1K,反R板溝,,,庫存??,,,,,,,,,,,,,
110/04/19,六宏,庫存發出入,012446,-1,50BV30,短套,1/2 ×,27,× 6R,"                 1,949 ",1K,反R,,,庫存??,,,,,,,,,,,,,
110/06/10,六宏,昇達鑫入,20210610017,-1,50BV30,短套,1/2 ×,32,× 梅,"                 3,000 ",20B,,,,庫存??,,,,,,,,,,,,,
110/04/26,六宏,庫存發出入,012448,-1,50BV30,短套,1/2 ×,24,× 6R,"                 1,020 ",1K,反R,,,連工帶料,,,,,,,,,,,,,
110/04/26,六宏,庫存發出入,012448,-2,50BV30,短套,1/2 ×,32,× 6R,"                 2,492 ",2K,反R,,,庫存??,,,,,,,,,,,,,
112/12/13,六宏,六宏入,0021111,-1,50BV30,短汽,3/4 ×,28,× 6R,"                 1,210 ",2K,車破GS,,,,? 出貨完畢,,,,,,,,,,,,
110/11/30,六宏,庫存發出入,007621,-2,50BV30,長套,1/2 ×,28,× 12R,                     908 ,1K1B,反R,,,,-,,,,,,,,,,,,
110/09/28,六宏,庫存發出入,014797,-1,50BV30,短套,1/2 ×,32,× 梅,"                 1,263 ",1K,反R,,,庫存??,,,,,,,,,,,,,
110/05/24,六宏,誌盛入,010396,-1,50BV30,短套,1/2 ×,27,× 6R,"                 3,600 ",18B,,,,庫存??,,,,,,,,,,,,,
110/05/24,六宏,誌盛入,010396,-2,50BV30,短套,1/2 ×,30,× 6R,"                 6,080 ",38B,,,,庫存??,,,,,,,,,,,,,
110/05/24,六宏,誌盛入,010396,-3,50BV30,短套,1/2 ×,32,× 6R,"                 5,850 ",39B,,,,庫存??,,,,,,,,,,,,,
110/05/27,六宏,庫存發出入,014756,-1,50BV30,短套,1/2 ×,32,× 6R,"                 1,505 ",2K,反R,,,庫存??,,,,,,,,,,,,,
110/06/01,六宏,三仕入,1100601419,-1,50BV30,短套,1/2 ×,24,× 6R,"                 5,000 ",20B,,,,庫存??,,,,,,,,,,,,,
110/06/08,六宏,庫存發出入,014758,-1,50BV30,短套,1/2 ×,24,× 6R,"                 1,020 ",1K,反R,,,庫存??,,,,,,,,,,,,,
109/01/13,六宏,昇達鑫入,20200113003,-6,50BV30,短汽,1/2 ×,22,× 6R,"                 2,970 ",11B,雙頭,,,,-,,,,,,,,,,,,
111/06/17,六宏,昇達鑫,20220616009,-1,50BV30,短套,1/2 ×,32,× 梅,"                 2,100 ",14B,,,,庫存??,?? 訂單轉移,,,,"           2,100 ",,,,,,,,
110/06/15,六宏,庫存發出入,014760,-2,50BV30,短套,1/2 ×,24,× 梅,"                 1,290 ",1K1B,反R,,,庫存??,,,,,,,,,,,,,
110/06/23,六宏,誌盛入,20210623016,-1,50BV30,短套,1/2 ×,32,× 6R,"                 4,200 ",28B,,,,庫存??,,,,,,,,,,,,,
110/07/23,六宏,誌盛入,010935,-1,50BV30,短套,1/2 ×,30,× 6R,"               10,050 ",67B,,,,庫存??,,,,,,,,,,,,,
